content,score,category
dengan aplikasi ini mempermudah kami bertrasaksi,4,positive
aplikasi apa ini buka aplikasi aja sering gangguan download biar mudah tf atau cek mutasi pengeluaran atau pemasukan malah gini amat buruk amat sih apa harus pindah ke bank lain kah,1,negative
untuk virtual account gak bisa nomornya udah betul tapi disitu tulisannya nomor tidak ditemukan tolong dilihat lagii kalau ini lebih bagusnya bni mobile banking,2,negative
aplikasi wondr ini aplikasi yang sangat canggih bikin transaksi lebih mudah jugaa dan lebih simple juga ini salah satu aplikasi perbankan yang kerenn,5,positive
yah suka log out sendiri harus ngisi ktp dll lagi suka ada perbaikan jga lg buru mau make jadi susah tolong tingaktin lagi dong kaya bni mobile banking hadeh,2,negative
tidak bisa buat scan,3,neutral
gimana ini aplikasi keluar sendiri trs tdk dpt dibuka apa alasannya,4,positive
sangat buruk sekali pengiriman duit gagal ngurusnya lama burik beda sama apk mbanking yang lain kalau duit kita transfer gagal ya cepat dibalikin ni kita harus ngurus pelaporan lagi kita download apk ini berbayar dan penggunaan juga berbayar lagi lagi dan lagi kejadian di bulan ini kemaren bul kemaren,1,negative
bagus m banking daripada wondr orang beralih apk lebih bagus ini bni semakin mundur aja aku lihatmau login aja susah perbaikan lah katanya ga jelas aku kasi bintang aja dulu krn semakin mundur aja bni bukan semakin maju apk nya,1,negative
saya baru ini instal dan pas buka ktivasi cepat ga ribet langsung bisa transaksi alhamdulillah lancar dan sangat mudah dipahami terima kasih wonder by bni,5,positive
tambah maju bni,5,positive
saya sangat puas dg sms banking ini karena mempermudah saya dalam bertransaksi secara cepat dan mudah,5,positive
fiturfitur nya sama dengan aplikasi m banking bni sebelumnya hanya beda posisipenempatan jujur aku ga paham sama bni kenapa menggunakan aplikasi dgn isi yg sama,3,neutral
bagus aplikasinya qrisnya lebih cepat menu lebih simple ada menu insight memang untuk berkembang butuh proses smoga lebih bagus dr aplikasi sebelumnya yaaditunggu mobile tunai nya dilengkapi rincian keterangan transaksi nya biar jelas saldonya pokoknya love bni love wondr,5,positive
aplikasinya mudah bgt di gunainnya karna tersusun rapih dan banyak fitur di dalam nya memudahkan bgt buat para mahasiswa,5,positive
sering gangguan loading lama,1,negative
apaan dikit limit tbtb ga bisa transaksi tulisan jam padahal baru transfer jt dari semua mobile banking paling buruk wonder bni sungguh mengecewakan saldo jadi nyangkut jam lebih tidak bisa diputar siap bakal pindah semua nasabah nya kalau begini,1,negative
baik mudah simpel,5,positive
wondr dari kemarin terus ada gangguan yang gak bisa masuk lah lah gangguan nya kelamaan,3,neutral
menunya simpel mudah digunakan,5,positive
lebih simpel dan lengkap juga bisa riset pin atm juga,5,positive
menurutku versi ini malah banyak menampilkan laporan tak berguna ketimbang flow keuangan kita jujur yg lama lebih simple dan mudah digunakan nanti saya kasih bintang kalau sudah lebih baik lgi,3,neutral
halah bni perlu update ini masak ngulang terus sih verifikasii mulu nggak bisa mau transfer,1,negative
ini kenapa ga bisa di buka ya gangguan mulu padahal lagi butuh banget malah gangguan mulh,1,negative
opsional aplikasinya sangat membantu cuman ada beberapa part membuat sulit ya maksudnya tuh ribet gitu loh harus masuk masuk berbagai halaman,5,positive
mntap sangat membantu,5,positive
dear admin kenapa apk nya tidak bisa login akses hanya mentok di logo saja jadi terpaksa donlod lagi apk bni mobile mohon perbaikannya terima kasih,5,positive
sangat mudah dan lengkap untuk transaksi mobil banking dan cara penggunaannya sangat mudah,5,positive
tampilan lebih menarik simpel tolong kedepanya lebih di lengkapi lagi untuk fitur yg lainya agar mempermudah dalam bertransaksi pastinya agar tidak kalah bagusnya dari aplikasi sebelumnya,5,positive
bisa tdk riwayat saldo terakhir muncul seperti mbanking sebelumnyasusah banget hitung ulang saldo terakhir kita berapahufft,3,neutral
sudah di update tpi tambah error tidak bisa login karna sedang perbaikan setelah sudah bisa login malah perbaikan fitur lagi akhirnya tdak bisa masuk sama skli semoga proses maintenance nya bisa lebih optimal lagi,1,negative
verifikasi wajah susah sekali udah dekatkan sama jauhkan wajah toleh kiri kanan juga masih gagal satu lagi ini apklikasi kalo lama ga dibuka kereset lagi daftar ulang yang prosesnya saya selalu stuck di verifikasi wajah untuk fitur aplikasi udah oke kita bisa lihat insight perbulan kita dll,1,negative
lebih mudah dan simpel keren,5,positive
ini saya baru ganti ke wonder kenapa ga bisa transfer yah mau sesama bank atau ewallet d situ keterangan nya batas minimum saldo terus,1,negative
sementara dulu ya minnanti kalo udah bagus naik jd alasannya setiap mau buat pin rekening virtual selalu muncul tulisan ada kendala di sistem kami lalu aplikasi fc,3,neutral
aplikasi yg sangat membantu sekali dlm transaksi,5,positive
pelayanan ok memudahkan,5,positive
maaf kenapa kok kamera tidak bisa dipakai ketika menggunakan qris jd g bs bayar pake qris lg kamera hp normal perizinan kamera terbuka pake mbanking bni qris normalmohon diberi solusi trims,2,negative
aplikasi hanya bisa dibuka pake wifi pake paket data ga bisa tolong perbaiki,3,neutral
mohon maaf nih masih banyak bgt error nya transfer ke bank lain keterangan nya errorgagal pdahal sebenernya udah berhasil abis itu loading nya sering lama mohon diperbaiki yah,3,neutral
kamu belum bisa registrasi wondr setelah hp direset ulang atau di instal ulang kendalanya seperti ini padahal sebelumnya saya sudah menggunakannya kini seperti daftar ulang kantor cabang terdekat di tempat saya sejauh lebih km mau isi listrik via bni mobile gak bisa malah disuruh pakai wondr tolong min apk nya di update tidak ada tombol login,3,neutral
sistem mudah dan cepat,5,positive
masih gak sama menu jha sama aplikasi m banking yg dlu menu tarik tunai tanpa kartu nha belum ada masih belum lengkap,3,neutral
apk yg baru ini klu mau komplain hanya lewat emailsdgkn email prosesnya lamaklu boleh chat wa lgsg dgn cs nya kan lebih cepat direspon,3,neutral
di aplikasi wonder bni kok nggak ada tarik tunai tanpa kartu dan fitur setor tunai tanpa kartu padahal fitur tarik tunai tanpa kartu simple dan cocok untuk anak muda saat ini tanpa membawa kartu ke mesin atm,1,negative
sangat membantu dan pasti aman makasih wonder by bni,5,positive
habis update malah gak bisa loginmaaf sepertinya ada kendala tim kami akan segera perbaikiudah seharian bikin susah malah hadeeuuh,1,negative
aplikasi bikin tambah ribet yang bikin pindah dari bni ke bca kecewa kebanyakan aplikasi pada hal mbanking bni tadinya lengkap fiturnya bye bni,1,negative
tampilannya lebih keren transaksi anda apapun skrang ada notifnya utk tagihan yg belum terbayar juga sudah ada notif dan remindernya wondr mantap,5,positive
merpermudah dlm transaksi dari manapun,5,positive
udah beberapa bulan pakai aplikasi bagustpi ini sekarang error,4,positive
baru aja install aplikasi ini mudah banget simple akhirnya bikin transaksi jadi gampang top pokoknya,5,positive
ini bagaimana ceritanyabaru x melakukan transaksi azbuat transaksi ke nya layar malah jadi putih semuatidak bisa berfungsi dengan baik,1,negative
mudh n cepat dlm bertransaksi,5,positive
masih kadang lemot,3,neutral
mantap sangat membantu dan banyak promonya,5,positive
kenapa setiap kali login selalu gagal pas verifikasi wajah gak bisa mulu padahal udah ikutin suruhannya,3,neutral
gk jelas verifikasi sampe x masih aja gk bisa masuk selalu ada aja problemnya chat cs jam gk dibales mending gk usah kebanyakan bikin apl,1,negative
mantap juga aplikasinya semoga sistem keamanannya terus ditingkatkan dari tangan tdk bertanggungjawab,5,positive
apa hari ini ada perbaikan,3,neutral
knp selalu gagal registrasi setiap hbs memasukan nmr hp selalu muncul tulisan coba lagi besok,1,negative
isi pulsa gak masuk dan transaksi katanya gagal di email juga transaksi tidak berhasil tapi saldo kok berkurang pulsa pun gak masuk masuk cek di riwayat tertulis pengeluaran gimana sih mengecewakan kan kalo gini nasabah yang dirugikan,1,negative
mudah penggunaan nya,5,positive
mudah dalam penggunaan,5,positive
bertransaksi jadi semua mudah,5,positive
lebih lengkap fiturnyabisa atur dan catat kegiatan pengeluaran pemasukan lebih simple penggunaanyabanyak promo transaksinyageneralist a sby,5,positive
ini kenapa saya jadi gabisa login malah disuruh daftar ulang ya sebelumnya saya gabisa transfer trus saya apus apk setelah download kembali gabisa login,3,neutral
kenapa di wonder tdk ada fitur untuk aktivadi transaksi kartu diluar negeri spt yg ada pada bni mobile banking,3,neutral
susah banget verifikasi nya gagal terus sering error suka keluar sendiri jaringan bermasalah padahal di aplikasi lain lancar,1,negative
aplikasi simpel dan bagus,5,positive
tolong bantu login,1,negative
maaf sebelumnya kurang puas selalu gangguan,5,positive
bayarnya lbh cepat praktis meminimalisir pelanggan lupa malas membayar,5,positive
sangat membantu sekali aplikasi wonder ini mantap,5,positive
belum ada mobile tunai padahal di bni mobile untuk setor mobile tunai sudah dimatikan bukti transaksi hanya uang keluar tetapi jika menerima transfer tidak ada bukti detil termasuk pengirimnya,3,neutral
susah kali wondr by bni ini di buka pelayanan sangat sangat buruk susah untuk login di coba pakai kartu data internet tidak bisa pakai wif juga sama saja jadi bingung salah nya dimana lagi coba,1,negative
sayang belum ad fitur card less,5,positive
sangat efektif dan membantu sekali,5,positive
lebih enak di bni mobile setelah transaksi tertera saldo di sebelahnya trus tadi mau byr pakai virtual accaount gagal sampai x mohon aplikasinya di perbaiki lagi klo bisa tertera saldo stelah transaksi,3,neutral
aplikasi nya tidak bisa dibuka selalu muncul tulisan ada kendala sedikit tim kami lagi perbaiki yuk coba lagi tolong itu kenapa ya dan mohon segera diatasi,1,negative
ini gimana ya sekarang aplikasi nya udah ga nyaman banget riwayat transaksi ga langsung muncul dan munculnya itu lama banget tadi udah transfer eh mlh bukti transfer nya ga keluar enak mbanking bni mobile yg dulu ga kebanyak eror kayak sekarang,1,negative
bagus hampir gak pernah error,5,positive
aplikasi ke kntl verif email lama banget giliran di input kodenya malah salah mulu udah dicoba berulang tetep aja sama bintang nol kalau bisa,1,negative
masi kurang baik karna gak ada fitur tarik tunai nya,3,neutral
aplikasi wondernya dari kemarin bermasalah kah karena notifnya masih dalam perbaikan silahkan di coba lagi kek gimana cara pengaduannya,2,negative
lancar cepat berhasil,5,positive
sangat membantu,3,neutral
untuk aplikasi wond bni lebih sering trabel saat melakukan transaksi keseringan pending dapat notif email belum berhasil akan tetapi saldo sudah terpotong menghubungi cs untuk pelaporan disuruh tunggu xjam,3,neutral
waktu buat pertama kali gampangtapi waktu mau buka aplikasi muter trs ngk bisaaku uninstal lagidownload lgbuat lagi susah sekali ngk sat set,2,negative
sangat bagus membantu sekali,5,positive
aplikasinya belum lengkap lihat semua transaksi termasuk autodebit belum bisa harus di perbaurui kembali,3,neutral
apk sangat gampang di gunakan,5,positive
aplikasi ini menurut ku seharusnya pertama kali di tampilkan semisal ingin ganti hp jangan di suruh isi data lagi kalau sudah buat data tinggal login aja gitu contoh seabank seabank kalau ganti hp itu tinggal login aja tidak di suruh isiisi data lagi kalau sudah pernah buat akun ya seharusnya ganti hp tinggal login aja gitu jangan banyak aplikasi malah sama aja seperti aplikasi terdahulunya tim developer nya gimana ya buat aplikasinya kayak gini sekali buat aplikasi jelek,2,negative
lah gimana nii idah daftar dan pembaruan kemarin mlh suruh daftar lagikan datanya sudah ada tohem heran saya mohon depelovernya apk dibnenahin lagi klo sudah daftar biar langsung login masukan pinklo stiap pembaruan dftar lagi kan ngribetin cuma itu keluhan saya yg lainnya sudah oke saya kasih dlu klo ada perbaikan lg full,1,negative
aplikasi hanya bisa dibuka pake wifi pake paket data ga bisa tolong perbaiki,3,neutral
lemot banget beda ma mbangkingmohon diperbaiki lgi biar ga loading terusbuat transaksi aja loading lama bngt,2,negative
ini serius bni kaya gini transaksi gagal duit ga di reff buset gimana ceritanya tertera tim kami lagi memperbaiki gini gini mohon coba lagi nanti lah terus saya trf kali gitu bujed dahh seharusnya di reff dulu laa kck baru nunggu beberapa menit trf lagi ini appan kaga di reff lucu bener dah hdehh bank lain aja kalo udah bermasalah di reff ini apa jir gandi reff kck,3,neutral
aku kasih bintang karna untuk riwayat transkasi seperti transferan dari orang itu gak nampakkaya misal temen trf harini initrus kita cari riwayanya keterangan gada trxtrus nama de sipenerasfer juga tdk tertera untuk yg lain lain udah oke sih,3,neutral
wao aplikasi terbaru dari bni aplikasinya sangat kren untuk transaksi keuangannya udah bisa langsung diliat pada menu fitur utama selain itu juga udah bisa langsung reset pin atm terblokir gookil bngt aplikasinya,5,positive
bagusan aplikasi lama ini mau login klo hapus data atau instal ulang aplikasi wondr malah login harus upload foto ktp lagi mana tampilan ny gitu,2,negative
sangat memuaskan cepat dan praktis,5,positive
saya baru beralih dari bni mobile banking ke wondr bulan pertama lancar masuk bulan ke saya lupa password transaksi dan harus verifikasi ganti password saya lakukanlah verifikasi tersebut dan pada akhirnya di akhir verifikasi wajah selalu gagal dan harus menunggu hari berikutnyasaya coba di hari esok nya masih tetap ga bisa karena sudah terlalu sering begitu keterangannyatrus harus menunggu berapa lama agar saya bisa lanjut verifikasi ulang,3,neutral
kirim uang lebih mudah dan lebih cepat dan lainnya,5,positive
aplikasi yang penting launching fitur masih lebih lengkap di bni mobile buat aplikasi fitur masih lebih lengkap di aplikasi lama gimana mau beralih aplikasi terlalu memaksakan untuk launching padahal fitur belum siap,2,negative
entah kenapa g bisa log in harus konfirmasi ulang dan selalu gagal ketika verivikasi wajah udah ikutin instruksi tapi tetep g bisa sayang banget padahal buat membantu transaksi karena apk bni mobile selalu error,1,negative
malem kakak minimal saldo emang harus brapa ya gregetan bgt mau bayar tagihan saldo kurang terus pdhal lebih nya masih lumyan bnyak dri yg dibayarkan,3,neutral
bikin aplikasi baru tapi gak lengkap tarik tunai tanpa kartu kok gak ada mau pakek bni mobile sudah gak bisa di akses juga tarik tunai tanpa kartu,3,neutral
bagusan bni mobile wondr bybni aplikasinya tiap hari pasti terkendala sedang dalam perbaikan gak bisa masuk,3,neutral
daftarnya ribet sudah verif ktp email wajah no hp juga sama dengan aplikasi sebelumnya eeh ujungnya harus nelpon bni yg biaya mahal atau harus antri ke cabang bni mana tinggal di aceh pula gak ada bni pokoknya ribet kalau ke kantor ngapain capek verifikasi wajah kekanan ke atas kalah sama aplikasi seabenk mudah dan aman respon yang muncul hubungi call center bni atau silakan ke kantor cabang terdekat sudah selesai verifikasi wajah lelah mencoba aplikasi coba di bni mobile sip,1,negative
verifikasi wajah selalu gagal jelas disitu sudah beberapa kali wajah sya di fotokan dan sudah merasa bnar jelas sya foto ditempat terang,1,negative
sebenarnya tampilannya lebih cantik dan menarik tapi mohon maaf fiturnya kurang lengkap kalau bisa menampilkan informasi keterangan pada mutasi transaksi masuk yang ada hanya keterangan dari mana tp catatan keterangan transfernya tidak ada tidak seperti aplikasi bni lama,3,neutral
kenapa gak bisa login kemarin bisa hari in gk bisa gmna cara biar bisa lagi ya digunakan,5,positive
kerendan mudah menggunakan nya,5,positive
tolong dipermudah untuk transaksi tanpa kartu atm jangan masih kuno pake pulsa,3,neutral
bagus aplikasinya lebih mudah tapi kenapa ya baru sebulan lalu saya aktifkan kok skrg tdk bs dibuka ya memang sih sebulan itu saya tdk ada pake buat transaksi knp itu yaa,3,neutral
aplikasi ini benarbenar tidak layak digunakan sebagai layanan perbankan digital terutama untuk tingkat global untuk form data validation saja harus dengan ambil photo ktp masalahnya jika pengguna berada diluar negeri dan kebetulan hanya menyimpan photo ktp elektronik di hp bagaimana harus melakukan scanning jika fitur tidak tersedia sebagaimana layanan berbentuk digital mengarah untuk memberi manfaat dan mempermudah menyelesaikan setiap masalah pengguna yang mendasar devbahlul,1,negative
fastquick bayar qris di wondr cepet banget cuma step selesai easy to use tampilan aplikasinya lucu bangett loginnya jg gak ribet terima kasih wondr,5,positive
susah dibuka muter muter mawon apakah aplikasi milik perusahaan negara mesti lemot,3,neutral
wonder lebih cepat dan gampang pakenya,5,positive
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,3,neutral
selalu gagal saat verifikasi wajah padahal sudah tidak menggunakan asesoris tidak backlight pencahayaab juga jelas device juga menggunakan samsung z flip yang notabenenya punya kamera yg bagus masih saja dipersulit,1,negative
sangat terbantu dengan aplikasi ini,5,positive
aplikasi nya bagus,5,positive
kok bisa rating aplikasi busuk kya gini,1,negative
suka bermasalah setiap kali buka aplikasi terutama jam malam keatas,2,negative
tampilannya sih segar tapi yang nasabah butuhkan bukan itu mau mengecek uang masuk nggak bisa padahal pilihan penerimaan sudah dicentang saldo dari hari ke hari transaksi juga tidak bisa dilihat lantas apa gunanya bikin aplikasi baru ini jika layanan dasarnya saja tidak ada tadinya saya mau kasih dua bintang tapi mengingat aplikasi ini sudah diluncurkan bulan dan keluhan nasabah sudah menumpuk tapi tak teratasi ya sudah mohon maaf satu bintang saja para direkturnya harusnya malu,1,negative
aplikasi yang bagus dan terbaikk,5,positive
sangatlah membantu mempermudah transaksi,5,positive
wondr by bni merupakan aplikasi keuangan digital yang nyaman elegan tampilan menarik dan dinamis dan tidak kalah penting untuk keamanan juga sangat terjaga,5,positive
suka dengan apk wondr bni ini karna dia fiturnya lengkap dan bisa membantu kita untuk nabung rutin dan bisa milah dana kita,5,positive
puas dengan pelayanannya,5,positive
saya pernah ada pengeluaran tiba tiba dan tidak jelas dari aplikasi ini entah wajar atau tidak tapi tanggal november tiba tiba pengeluaran k dari wonder setelah bayar qris jumpstart dan itu di jakarta pusat sedangkan saya di sidoarjo apakah bisa di bantu jelaskan kenapa,2,negative
terimakasih wonder by bni semua menjadi semakin mudah,5,positive
susah sekali gaguan trus kanyaknya belum siap di gunakan apk jauh lebih baik apk yg bni dlu sangat baik yg dlu ternyata bayak juga yg komen susahdi gunakan,1,negative
aplikasi ampas tidak berguna mau buka yang tampil fitur tidak tersedia coba muat ulang udah update ke versi terbaru juga sama mending hapus aja aplikasi gak bisa di pakai merugikan saja bni gak guna,1,negative
aplikasi ngk bisa dibuka di play store tidak ada updatenya tolong pengembang diperbaiki,3,neutral
terima kasihwonder sangat membantu dalam bertransaksi,5,positive
aplikasi sering terganggu,3,neutral
sering close dan minta daftar ulang di perbaiki lagi bug min tq,3,neutral
untuk riwayat transaksi kurang terupdate tolong segera diperbaiki,3,neutral
udah bener pake mobile banking bni pake segala ganti wondr mending bagus ini lemot bgt sering error pula orang mah perbaiki aja aplikasi lama malah pake wondr makin parah monyet rating lu aja harus nunggu turun berapa wkwkwk,1,negative
kenapa jika menggunakan wiffi selalu ada masalah ga bisa login dan ga bisa di akses harus menggunakan pket data baru bisa tolong diperbaiki lagi terimakasih,3,neutral
praktis dan fast,5,positive
tolong fitur yang sudah ada tolong di aktifkan semua percuma kalo ganti apk tapi fitur gak langsung bisa digunakan masa setiap mau coba gunain masih ada kendala masih dalam pengembangan setidaknya kalo belum jadi semua jangan memaksakan jadi kasian yang udah download dan daftar,1,negative
memudahkan untuk setiap transaksi mau offline atau online transfer kesana sini gampang fitur nya juga mudah dimengerti qris juga cepat sat set,5,positive
mudah cepat terpercaya,5,positive
transaksi cepat mudah selalu aman,5,positive
aplikasi nya sangat mudah dan simpel sehingga tidak membuat para pemula bingungkeren,5,positive
aplikasi wondr by bni sangat menarik dengan tampilan yang mudah digunakan sehingga sangat membantu kebutuhan transaksi sehari hari karena prosesnya yang cepat tidak pakai lama,5,positive
setelah di update malah ga bs d buka detail transaksi nya juga ga komplit kaya sebelumnya mohom di perbaiki secepatnya,1,negative
aneh apk wondr udh terdaftar tpi pas mau login gagal trus tolong d perbaiki lagi,3,neutral
bintang aja deskripsi transaksi sangat minim kemunduran dari versi bni mobile banking yg jelas rincian transaksi masuk dan keluar mohon kepada developer untuk dapat mengubah feature rincian transaksi gak cuma sumber kas masuk tapi uang masuk itu deskripsi keperluannya apa kalau cuma sumber saja jadi merepotkan karena harus nanya lagi sama yg transfer uangnya ini uang untuk transaksi apa,3,neutral
lebih praktis simple,5,positive
coba diperbaiki kok mau kirim lewat va malah diarahin ke ewallet gimana sih,3,neutral
kak tolong dong di rincian transaksi ditambahin saldo akhir biar gak bingung ngitungin biar kaya bni mobile banking kan setiap transaksi pasti ada tuh saldo akhir jadi gak perlu ngitung sejauh ini masih nyaman pake bni mobile banking,2,negative
aplikasinya bagus loh cocok buat orangorang seperti aku yang gak suka ribet ada banyak fitur dalam satu aplikasi bisa transfer dengan mudah dimana aja plus bisa isi e wallet dan juga bisa isi taplus benerbener memudahkan kita kapan aja dan dimana aja semoga bisa terus berkembang menjadi lebih baik lagi aplikasinya,5,positive
apk enteng dan lebih ringan pemakaiannya dr mbangking sebelumnya semoga kedepannya ditambahkan fitur mobile tunai,5,positive
praktis mudah digunakan,5,positive
aplikasi aneh tiba keluar sendiri masukin password padahal sesuai malah gabisa masuk dan buat verifikasi wajah pun susah mohon diperbaiki lagi sistemnya,1,negative
saya sudah login ke akun wondr bni terus saya d suruh verifikasi email setelah saya memasukan kode otp yang d kirim lewat email kenapa tidak bisa masuk apl ini sangat jelek,2,negative
mau aktifkan fitur biometrik aja error trsmohon di perbaiki agar pengguna nasabah lebih nyaman menggunakan apps mondr by bni,3,neutral
saya baru download trs sistem nya eror trs ini saya mau kirim gk bisa gimana solusinya dan saya mau kirim ke shopee knp eror,1,negative
fitur nya kurang lengkap masih kalah jauh dari bni mobile banking,3,neutral
kirain cuma buat x login karna stelah beres transaksi eh tetiba logout sendiri mau login lagi susah pdahal password udh bnr tp gabisa masuk lagi,1,negative
kurang baik sebaiknya perbaiki sistem masa udah x transaksi tulisannya berhasil tapi blm masuk,3,neutral
duluuntuk bayar virtual acaunt slalu gagalpadahal pake data iyapake wifi iyaslalu gagal,3,neutral
bisa di andalkan dan mantap,5,positive
kecewa transaksi ke wallet bisa limittolong perbaiki agar bisa unlimited kaya aplikasi sebelumnya,1,negative
update terbaru lemot banget buka aplikasi nya udah update juga lebih baik yang lama ad masalah dimna perbaikan lama betul,2,negative
terimakasih sll menyediakan pelayanan termundah dan terbaik semoga sukses selalu,5,positive
lancar tanpa kendala kecuali ewallet gopay tidak bisa digunakan edit update mei masih tidak bisa topup ewallet ada kendala di sistem kami mending mbanking bni yg dulu,3,neutral
mantap aplikasinya lebih bagus daripada bni mobile,5,positive
saya punya beberapa bank digital mulai jago sampai hanaline bank semuanya setelah pembuatan rekening atau hari kemudian kartu atm sudah datang nah baru wondr ini saya disuruh nunggu hari kerja dan kalau tidak datang disuruh ambil ke kantor cabang yang semuanya pilihannya jauh sekali dari rumah saya setelah lewat hari kerja ternyata memang gk dikirim dan saya disuruh ambil ke kantor luar kota yang jauhnya ratusan kilometer dari rumah saya sudah lah waktunya hapus rekening saia,2,negative
tidak bisa transaksi tengah malam,1,negative
pagi mau tanya aku baru coba daftar sendiri pake bni wondr tapi waktu pengisian pertama selesaikan ada macam isi profil gitulah lah ya tp karena ga sengaja keluar dari aplikasi malah jd ga bisa masuk dan balik muluk ke bagian yg harus di setujui nah ini udah install ulang app tp takut salah lagi pas mau daftar apa lebih baik aku harus ke customer servis saat mau daftar nya,4,positive
harusnya ini lebih update si dari bni mobile tapi kenapa malah banyak fitur yg gaada ya fitur tarik tunai dan setor tunai tanpa kartu di aplikasi wondr ini gaada padahal itu yang saya pakai sehari di bni mobile,2,negative
tiap transaksi tidak disebutkan saldo akhirnya,5,positive
kenapa selalu perbaikan ya mau transfer uang gak bisa masa nomor rekening saya di dalam perbaikan klau aplikasi nya dalam perbaikan wajar tapi ini keluarga saya mau transfer uang kendala nomor rekening saya dalam perbaikan mohon penjelasannya,3,neutral
untuk developer dan para tim resolusi wondr tolong diperbaiki lagi aplikasi nya saya sebagai pengguna bni sangat kecewa dengan kualitas aplikasi ini saya kira bakal lebih bagus dari apk bni mobile sebelum nya karena saya selalu mendapat kiriman sms dari bni untuk instal apk ini tapi setelah saya instal baru saja selesai daftar dan close dari apk saya ingin bertransaksi lagi malah disuruh login ulang dan selalu stuck dengan peringatan sesi anda telah berakhir,1,negative
pernah daftar bikin akun trus kemarin saya uninstal tapi mau log in lagi gak bisa gak ada menu log in trus ngulang daftar dari awal tapi pas masuki email katanya email sudah terdaftar gak guna banget,1,negative
ribet rumit bikin pusing bikin emosi mau trnsaksi malah minta update pula mana gagal terusgk sesederhana mobile banking,1,negative
sangat membantu,5,positive
cepat tepat mantap keren amanah pelayanan nya rama tamah,5,positive
diaplikasi wondr ini terkadang transfer menggunakan bi fast tidak bisa ke rekening tertentu sedangkan di aplikasi bni mobile banking bisa transfer bi fast ke semua rekening tolong untuk di perbaiki lagi,3,neutral
bagusan yang lama login dengan password pembayaran dengan pin bikin ribet aja sudah gitu sering error lagi,2,negative
menurut saya lebih bagus bni mobilesangat terbatas buat saya yang melayani transaksi antara bank karena pake ini hari hanya bisa transaksi jt saja,2,negative
fitur lebih lengkap bayar dan beli lebih lengkap mengolah keuangan jd lebih optimal,5,positive
sangat membantu saya dalam bertransaksi jarak jauh secara online,5,positive
ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama tidak bisa di buka min aplikasinya knp ya apa harus di uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min gambar kaya yg di playstore nya itu stuck begitu aj lama,3,neutral
semua sudah bagus sudah ada mobile tunai tapi knpa harus pakai kode otp yg dmna sering gk masuk dan harus pakai pulsa semoga ada update tnpa kode otp seperti bank sebelah agar semakin nyaman digunakan,4,positive
applikasi kebanyakan kendalamembuang waktusangat disayangkan sering terjadi kendala saat situasi genting,3,neutral
lebih lamban dibanding bni mobile banking dan juga sering tdk menerima kode otp ketika melakukan mobile tunai ribet,2,negative
prtama kali transaksi pakai wondr transper gagal terus notif melebihi limit transaksi coba hari berikutnya hasilnya tetap gagal notif melebihi limit transaksi dimana pengaturan limit seperti tidak berpungsi,3,neutral
untuk saat ini membantu sangat,4,positive
praktis gak ribet dan canggih,5,positive
klau udah masuk akses tolonglah bisa loging langsung cukup satu kalisidik jari saja kyk bni bengking masak iya setiap buka wonder masukan sandi terus kadang saya lupa,3,neutral
bagus aplikasi lamawonder keseringan maintenance dan di jam sibuk lagikalau yang lama enak bila maintenance pasti jam malam keatas dan tidak pernah di jam sibuk,1,negative
simpel cepat banget,5,positive
password nya kalo lupa ribet satu kali kepencet tidak bisa di batalkan ganti password ribet padahal ngga mau ganti,3,neutral
di bni mbanking yg dlu ada fitur mobile tunai jadi bisa tarik tunai tanpa kartu atm di wondr sekarang ini gaada fitur itu mungkin boleh nanti ditambahkan lagi fitur itu karna sangat membantu banget,3,neutral
top up ke dana hanya maksimal juta aplikasi sebelumnya bisa lebih dari juta aplikasinya malah downgrade bukan upgrade,2,negative
kenapa setiap mau transfer mesti aplikasi tulisannya sedang diperbaiki padahal udah dari sebelumnya gitu terus tolong diperbaiki min,2,negative
masih terdapat bug seperti ketika sudah bisa login dan ingin keluar aplikasi setelah itu ingin masuk lagi ke aplikasi malah tidak bisa dan keluar keterangan syarat dan ketentuan terus menerus ketika sudah di checklist semua malah muncul sesi sudah berakhir silahkan login kembali dan terjadi terus menerus mohon untuk segera di fix agar user mendapatkan kenyamanan dalam menggunakan aplikasi,3,neutral
sangat buruk tidak daftar,1,negative
masih enak bni mobile menu lengkap terutama bisa setortarik tunai tanpa kartu,3,neutral
simpel dan mudah digunakan sangat membantu,5,positive
dengan adanya aplikasi ini bisa mempermudah segalanya,5,positive
apaan ini sy coba isi wallet jt aja g bisa katanya limit harian tercapai padahal pakai aplikasi yg lama los,2,negative
lebih mudah dan cepat terkoneksi,4,positive
saya pakai apk ini karena bni mobile sudah tidak bisa qris sayangnya masih banyak yang harus dibenahi di apk wondr ini update saldo saat akan melakukan pembelian token listrik taunya kekurangan saldo karena adm bulananlalu saya tf dari rekening saya yg lain namun harus ke halaman utama lagi dulu utk ulang trx pembelian token awal masuk apk tiap open apk selalu persetujuan privasi tidak ada informasi promosi bni justru notif bni mobile yang memberikan informasi promo pembelian token,3,neutral
