content,stemmed,score,category
kenapa tidak bisa verifikasi sendiri untuk membuka pasword dan harus ke bank atau kantor cabang terdekat tempat tinggal saya jauh dari kota dan untuk biometriksidik jari juga sampai sekarang tidak bisa diaktifkan yg seperti bikin jadi malas makai aplikasi ini,"['verifikasi', 'buka', 'pasword', 'bank', 'kantor', 'cabang', 'dekat', 'tinggal', 'kota', 'biometriksidik', 'jari', 'aktif', 'bikin', 'malas', 'maka', 'aplikasi']",1,negative
aplikasi transaksi tanpa kartunya tolong lah di buat agar mempermudah tarik tunai tanpa kartu atm,"['aplikasi', 'transaksi', 'kartu', 'tolong', 'mudah', 'tarik', 'tunai', 'kartu', 'atm']",3,neutral
fitur nya lebih lengkap dan mudah dipahami tampilannya juga lebih fresh keren dan maju terus bni,"['fitur', 'lengkap', 'mudah', 'paham', 'tampil', 'fresh', 'keren', 'maju', 'bni']",5,positive
praktis dan sangat membanti,"['praktis', 'membanti']",5,positive
kak gimana caranya top up diwondr bni melebihi jt kenapa gak bisa top up e wallet lebih dari jt atau trf virtual account juga gak bisa lebih dari jt katanya melebihi limit,"['kak', 'gimana', 'top', 'up', 'diwondr', 'bni', 'lebih', 'jt', 'gak', 'top', 'up', 'e', 'wallet', 'jt', 'trf', 'virtual', 'account', 'gak', 'jt', 'lebih', 'limit']",2,negative
dengan wondr bni semua transaksi jadi mudah,"['wondr', 'bni', 'transaksi', 'mudah']",5,positive
sedikit lebih baik dari aplikasi sebelumnya ditingkatkan lagi bravo bni,"['aplikasi', 'tingkat', 'bravo', 'bni']",5,positive
kadang eror bisa loging kadang engga,"['kadang', 'eror', 'loging', 'kadang', 'engga']",5,positive
saya melakukan pembayaran virtual acount toko pedia hari ini selasa februari transaksi dinyatakan gagal tapi mengapa saldo saya berkurang bagaimana solusinya,"['bayar', 'virtual', 'acount', 'toko', 'dia', 'selasa', 'februari', 'transaksi', 'nyata', 'gagal', 'saldo', 'kurang', 'solusi']",1,negative
terimaksih sangat membantu sekali,"['terimaksih', 'bantu']",5,positive
baru aja dipakai udah logout sendiri ketika login gak bisa terua keterangan sesi berakhir,"['pakai', 'udah', 'logout', 'login', 'gak', 'rua', 'terang', 'sesi']",3,neutral
tau ada notif sidik jari belum diaktifkan padahal udah pencet lupa password eh ternyata ga bisa balik ke halaman sebelumnya bagus aplikasi yg sebelumnya,"['tau', 'notif', 'sidik', 'jari', 'aktif', 'udah', 'pencet', 'lupa', 'password', 'eh', 'halaman', 'bagus', 'aplikasi']",3,neutral
bagus sangat membantu,"['bagus', 'bantu']",4,positive
saat melakukan pembayaran qris tertera belum berhasil saat buka email tertulis kalau saldo di kembalikantp kenyataan saldo tetap berkurang,"['bayar', 'qris', 'tera', 'hasil', 'buka', 'email', 'tulis', 'saldo', 'kembalikantp', 'nyata', 'saldo', 'kurang']",3,neutral
tidak efisien saat melihat mutasi transaksi tidak ditampilkan saldo nya tidak seperti aplikasi sebelumnya,"['efisien', 'mutasi', 'transaksi', 'tampil', 'saldo', 'aplikasi']",1,negative
masih belum lengkap fiturnya semoga ketika di kembangkan lagi fitur yang ada di bni mobile lama seperti tarik tunai juga ada di wondr nanti ketika sudah ada saya ganti bintangnya,"['lengkap', 'fiturnya', 'moga', 'kembang', 'fitur', 'bni', 'mobile', 'tarik', 'tunai', 'wondr', 'ganti', 'bintang']",3,neutral
aplikasi nya sekarang mudah dan efektif untuk di akses pembayaran pun menjadi lega dengan aplikasi mbanking baru,"['aplikasi', 'mudah', 'efektif', 'akses', 'bayar', 'lega', 'aplikasi', 'mbanking']",5,positive
menurutku versi ini malah banyak menampilkan laporan tak berguna ketimbang flow keuangan kita jujur yg lama lebih simple dan mudah digunakan nanti saya kasih bintang kalau sudah lebih baik lgi,"['turut', 'versi', 'tampil', 'lapor', 'guna', 'ketimbang', 'flow', 'uang', 'jujur', 'simple', 'mudah', 'kasih', 'bintang']",3,neutral
suka pakai wondr lebih mudah ga ribet,"['suka', 'pakai', 'wondr', 'mudah', 'ribet']",5,positive
mau aktifkan fitur biometrik aja error trsmohon di perbaiki agar pengguna nasabah lebih nyaman menggunakan apps mondr by bni,"['aktif', 'fitur', 'biometrik', 'error', 'trsmohon', 'baik', 'guna', 'nasabah', 'nyaman', 'apps', 'mondr', 'by', 'bni']",3,neutral
tolonglah kalau ada perbaikan sistem jangan mendadak beri notifikasiperingatan mau bayar warteg tibatiba perbaikan sistem nggak bawa tunai juga,"['tolong', 'baik', 'sistem', 'dadak', 'notifikasiperingatan', 'bayar', 'warteg', 'tibatiba', 'baik', 'sistem', 'nggak', 'bawa', 'tunai']",3,neutral
pendaftar baru kok pada saat instal aplikasinya setelah foto ktp disuruh masukkan nomor kartu biasanya verifikasi wajah kok bgitu malas aja mau pake ini aplikasi sangat tidak membantu diulang beberapa kali tetap begitu,"['daftar', 'instal', 'aplikasi', 'foto', 'ktp', 'suruh', 'masuk', 'nomor', 'kartu', 'verifikasi', 'wajah', 'bgitu', 'malas', 'pake', 'aplikasi', 'bantu', 'ulang', 'kali']",2,negative
mantap cepat loading nya,"['mantap', 'cepat', 'loading']",5,positive
untuk riwayat transaksi kurang terupdate tolong segera diperbaiki,"['riwayat', 'transaksi', 'terupdate', 'tolong', 'baik']",3,neutral
semoga dapat hadiah karena sering tf,"['moga', 'hadiah', 'tf']",3,neutral
aplikasi tolol mau beli token malem bikin repot pake verivikasi wajah segala suruh liat atas begitu liat atas dibilang wajah tidak terlihat tolol ya pasti ga keliatan x nyoba gagal terus wonder bni tolol,"['aplikasi', 'tolol', 'beli', 'token', 'malem', 'bikin', 'repot', 'pake', 'verivikasi', 'wajah', 'suruh', 'liat', 'liat', 'bilang', 'wajah', 'tolol', 'liat', 'x', 'nyoba', 'gagal', 'wonder', 'bni', 'tolol']",1,negative
aplikasi yang sangat mempermudah saya dalam bertransaksi mengatur keuangan saya dan beberapa fitur baru yang sangat mempermudah saya tanpa perlu ke kantor bni terdekat,"['aplikasi', 'mudah', 'transaksi', 'atur', 'uang', 'fitur', 'mudah', 'kantor', 'bni', 'dekat']",5,positive
sekarang banyak kendala pada saat login menggunakan verifikasi wajah sudah mengikuti instruksi di layar malah tidak bisa masuk ke tahap berikutnya malah keluar kata verifikasi anda gagal sudah hari saya coba dan hasilnya sama sehingga sampai sekarang saya tidak bisa menggunakan aplikasinya mohon arahannya dan perbaikannya untuk kenyamanan pengguna dan mengenai transaksi awal juga tidak muncul setelah melakukan transaksi padahal itu sangat membantu pengguna terkait transaksi,"['kendala', 'login', 'verifikasi', 'wajah', 'ikut', 'instruksi', 'layar', 'masuk', 'tahap', 'verifikasi', 'gagal', 'coba', 'hasil', 'aplikasi', 'mohon', 'arah', 'baik', 'nyaman', 'guna', 'transaksi', 'muncul', 'transaksi', 'bantu', 'guna', 'kait', 'transaksi']",3,neutral
sering x gabisa dibuka apk buat malu pas pembayaran aneh sedang diperbaiki trus kek paling gabisa bni dipake kalau urgen,"['x', 'gabisa', 'buka', 'apk', 'malu', 'bayar', 'aneh', 'baik', 'trus', 'kek', 'gabisa', 'bni', 'dipake', 'urgen']",1,negative
fitur wondr tidak lengkap tapi bni mbanking sudah tidak bisa dipakai karena force close terus benerin dulu aplikasinya baru suruh migrasi,"['fitur', 'wondr', 'lengkap', 'bni', 'mbanking', 'pakai', 'force', 'close', 'benerin', 'aplikasi', 'suruh', 'migrasi']",1,negative
mau buka aplikasi malah kendala fitur lagi tidak tersedia bagusan bni yang lama,"['buka', 'aplikasi', 'kendala', 'fitur', 'sedia', 'bagus', 'bni']",1,negative
sangat memuaskan,['muas'],5,positive
enak simple transaksi mudah tpi limit harian transaksi cuma jt virtual akunya,"['enak', 'simple', 'transaksi', 'mudah', 'limit', 'hari', 'transaksi', 'jt', 'virtual', 'aku']",3,neutral
tolong perbaiki sistem yang kurang baik seperti ketika sudah punya akun tetapi harus tetap scan ktp dan wajah saya rasa itu membuangbuang waktu,"['tolong', 'baik', 'sistem', 'akun', 'scan', 'ktp', 'wajah', 'membuangbuang']",1,negative
saya sangat merasa terbantu dengan kemudahan pengecekan transaksi masuk dan keluar di rekening melalui wondr ini karena sangat mudah digunakan untuk segala usia baik dari muda hingga tua,"['bantu', 'mudah', 'kece', 'transaksi', 'masuk', 'rekening', 'wondr', 'mudah', 'usia', 'muda', 'tua']",5,positive
sangat bagus dalam pelayanan,"['bagus', 'layan']",3,neutral
wondr bener membantu memudahkan transaksi dan fiturnya juga lengkap dan gampang dipahami,"['wondr', 'bener', 'bantu', 'mudah', 'transaksi', 'fiturnya', 'lengkap', 'gampang', 'paham']",5,positive
aslinya ini simple cuma sayang di menu info transaksi tdk terlihat sisa jumlh saldo akumulasi seperti di bni mobile banking di wondr cma ada rp sekian truss rp sklian klo bni mobile jelas sekali detail semoga wondr bsa update seperti itu ka,"['asli', 'simple', 'sayang', 'menu', 'info', 'transaksi', 'sisa', 'jumlh', 'saldo', 'akumulasi', 'bni', 'mobile', 'banking', 'wondr', 'cma', 'rp', 'sekian', 'truss', 'rp', 'sklian', 'bni', 'mobile', 'detail', 'moga', 'wondr', 'bsa', 'update']",3,neutral
aplikasinya kenapa susah sekali dibuka lambat sekali ada keperluan penting dan harus menunggu bahkan berjam jam tolong direspon,"['aplikasi', 'susah', 'buka', 'lambat', 'perlu', 'tunggu', 'jam', 'jam', 'tolong', 'direspon']",1,negative
saya transfer dari bri link x kenapa tdk terbaca dana yg masuk di wonder bnibagaimana nih,"['transfer', 'bri', 'link', 'x', 'baca', 'dana', 'masuk', 'wonder', 'bnibagaimana', 'nih']",3,neutral
min ini wondr kok sering mentok logo aja ya sering banget begitu coba di perbaiki min saya udah coba hapus instal berkali kali masih gk bisa masuk ini kenapa ya,"['min', 'wondr', 'mentok', 'logo', 'banget', 'coba', 'baik', 'min', 'udah', 'coba', 'hapus', 'instal', 'kali', 'kali', 'masuk']",3,neutral
bagus sangat membantu banget,"['bagus', 'bantu', 'banget']",5,positive
gak bisa ngapangapain tf ke ewallet selalu gagal gitu juga transaksi yang lain cuma bisa tf ke bank aja dahla,"['gak', 'ngapangapain', 'tf', 'ewallet', 'gagal', 'gitu', 'transaksi', 'tf', 'bank', 'dahla']",1,negative
baik tp blm ada tarik tanpa kartu nya,"['blm', 'tarik', 'kartu']",5,positive
aplikasi ini sangat mempermudah untuk kita transaksi kapan pun dan dimana pun mulai dari yang butuh token listrik pulsa yang tiba habis pun bisa sat set beli dan bayar melalui aplikasi ini hingga untuk beli tiket kereta whoosh juga bisa sat set melalui aplikasi ini tampilan aplikasinya bagus dan fitur nya juga mudah digunakan aplikasi untuk berbagai kemudahan transaksi yang lebih praktis,"['aplikasi', 'mudah', 'transaksi', 'mana', 'butuh', 'token', 'listrik', 'pulsa', 'habis', 'sat', 'set', 'beli', 'bayar', 'aplikasi', 'beli', 'tiket', 'kereta', 'whoosh', 'sat', 'set', 'aplikasi', 'tampil', 'aplikasi', 'bagus', 'fitur', 'mudah', 'aplikasi', 'mudah', 'transaksi', 'praktis']",5,positive
apk ini membantu penguna untuk melihat infomasi i saldo saat masuk ataupun keluar terima kasih bni,"['apk', 'bantu', 'penguna', 'infomasi', 'i', 'saldo', 'masuk', 'terima', 'kasih', 'bni']",5,positive
sebelum nya dah pk wondr bni terus ganti hp di hp yg sekarang jadi g bisa masuk lg selalu gagal ada keterangan anda belum masuk kreteria wondr gt dah brp x coba tetep gagal solusi nya,"['dah', 'pk', 'wondr', 'bni', 'ganti', 'hp', 'hp', 'masuk', 'gagal', 'terang', 'masuk', 'kreteria', 'wondr', 'gt', 'dah', 'brp', 'x', 'coba', 'tetep', 'gagal', 'solusi']",3,neutral
mohon tambahkan fitur ganti nomor telepon baru di aplikasi wondr by bni nya agar tidak perlu ke kantor cabang untuk ganti nomor telepon,"['mohon', 'tambah', 'fitur', 'ganti', 'nomor', 'telepon', 'aplikasi', 'wondr', 'by', 'bni', 'kantor', 'cabang', 'ganti', 'nomor', 'telepon']",3,neutral
transaksi jadi lebih mudah trimakasih bni,"['transaksi', 'mudah', 'trimakasih', 'bni']",5,positive
verifikasi wajah selalu bermasalah,"['verifikasi', 'wajah', 'masalah']",1,negative
alhamdulillah selalu lancar untuk bertransaksi,"['alhamdulillah', 'lancar', 'transaksi']",5,positive
smua transaksi jd lbh praktis,"['smua', 'transaksi', 'lbh', 'praktis']",5,positive
sementara saya kasih pertama kali donload dipakai transaksi malah bikin masalah transfer va antar bank malah gagal transaksi tapi saldo dipotong sebelumnya via bni mobile biasa ngga pernah masalah transfer ke va tsb semoga pihak aplikasi atau bank bertanggung jawab untuk mengembalikan saldo saya seperti semula nanti saya updte rating kembali klo masalah sudah selesai,"['kasih', 'kali', 'donload', 'pakai', 'transaksi', 'bikin', 'transfer', 'va', 'bank', 'gagal', 'transaksi', 'saldo', 'potong', 'via', 'bni', 'mobile', 'ngga', 'transfer', 'va', 'tsb', 'moga', 'aplikasi', 'bank', 'tanggung', 'kembali', 'saldo', 'updte', 'rating', 'selesai']",1,negative
secara umum sudah lebih smooth lebih baik dari bni mobile banking mohon segera dilengkapi fitur yang sudah ada di bni mobile di wondr by bni terutama setortarik tunai pembayaran uang kuliah masalah verifikasi terutama kedip mata fitur insight nya tidak akurat banyak catatan yang tidak tercatatterlewatkan screenshoot yang tidak bisa bug lainnya yang mengganggu ditunggu versi baru nya jika sudah di improve bintang nya saya naikan dari ke terimakasih,"['smooth', 'bni', 'mobile', 'banking', 'mohon', 'lengkap', 'fitur', 'bni', 'mobile', 'wondr', 'by', 'bni', 'setortarik', 'tunai', 'bayar', 'uang', 'kuliah', 'verifikasi', 'kedip', 'mata', 'fitur', 'insight', 'akurat', 'catat', 'tercatatterlewatkan', 'screenshoot', 'bug', 'ganggu', 'tunggu', 'versi', 'improve', 'bintang', 'naik', 'terimakasih']",3,neutral
untuk saat ini cukup baik tapi masih ada kekurangan dari beberapa fungsi menu di dalamnya saya harap kedepannya dapat berkembang dan lebih efisien untuk digunakan dan juga bisa dilakukan pengoptimalan pada aplikasinya,"['kurang', 'fungsi', 'menu', 'dalam', 'harap', 'depan', 'kembang', 'efisien', 'optimal', 'aplikasi']",4,positive
wahh ini aplikasi wondr by bni kenapa kah saya beli pulsa rp gagal tapi saldo udah kepotong terus untuk fitur chat buat hubungi pihak bni tidak ada hanya tertera bni call tapi pas dicall pakai bahasa inggris orang awam seperti saya mana faham tolong lah perbaiki lagi,"['wahh', 'aplikasi', 'wondr', 'by', 'bni', 'kah', 'beli', 'pulsa', 'rp', 'gagal', 'saldo', 'udah', 'potong', 'fitur', 'chat', 'hubung', 'bni', 'tera', 'bni', 'call', 'dicall', 'pakai', 'bahasa', 'inggris', 'orang', 'awam', 'faham', 'tolong', 'baik']",2,negative
teruslah menjadi lebih baik untuk melalukan transaksi berbasis online,"['terus', 'lalu', 'transaksi', 'bas', 'online']",4,positive
nyusahin banget bukan aplikasi yang bagus buat orang tua ribet amat mau login masukin data sudh betul semua tapi gagal terus cuma hanya karena ada gelar di nama harus ubah ke duscakpil lagian data juga sudah lama tapi ga mau menyesuaikan harusnya dari data yang ada kan tinggal menyesuaikan ini malah minta diganti aneh mempersulit balikin aja bni mobile banking nya kasian orang tua mau pake aja dipersulit,"['nyusahin', 'banget', 'aplikasi', 'bagus', 'orang', 'tua', 'ribet', 'login', 'masukin', 'data', 'sudh', 'gagal', 'gelar', 'nama', 'ubah', 'duscakpil', 'data', 'sesuai', 'data', 'tinggal', 'sesuai', 'ganti', 'aneh', 'sulit', 'balikin', 'bni', 'mobile', 'banking', 'kasi', 'orang', 'tua', 'pake', 'sulit']",1,negative
top up ke tapcash jam blm masuk saldo pdhl status berhasil,"['top', 'up', 'tapcash', 'jam', 'blm', 'masuk', 'saldo', 'pdhl', 'status', 'hasil']",3,neutral
aplikasinya kocak ga ada aktifitas malah log out sendiri pas bagian log in nya ribet amat lagi masih bagus aplikasi bni mobile sih,"['aplikasi', 'kocak', 'aktifitas', 'log', 'out', 'log', 'in', 'ribet', 'bagus', 'aplikasi', 'bni', 'mobile', 'sih']",1,negative
apl nya bagus bisa rekap keuangan jd bisa bandingin pemasukan dan pengeluaran,"['apl', 'bagus', 'rekap', 'uang', 'bandingin', 'pasu', 'keluar']",5,positive
baru bulan ada apl ini sdh minta upgrade sedang memory terbatas ngg cukup payahh jdi g bisa di buka karana memory terbatas buat upgrade,"['apl', 'sdh', 'upgrade', 'memory', 'batas', 'ngg', 'payahh', 'buka', 'karana', 'memory', 'batas', 'upgrade']",3,neutral
aplikasi burukribet bangetmasa setiap mau login harus verifikasi lagi seperti baru buat akun lagian jugauntuk apalagi ada aplikasi ini bukannya harusnya cukup mobile banking aja lamalama saya tutup juga rekening di bni inibisa saja saya pindah bank lain yang lebih bagus,"['aplikasi', 'burukribet', 'bangetmasa', 'login', 'verifikasi', 'akun', 'jugauntuk', 'aplikasi', 'mobile', 'banking', 'lamalama', 'tutup', 'rekening', 'bni', 'inibisa', 'pindah', 'bank', 'bagus']",1,negative
aplikasi bagus di permudah dalam segala hal transaksi,"['aplikasi', 'bagus', 'mudah', 'transaksi']",5,positive
udah daftar terus aplikasinya error terus di uninstal lagi kan pas di download kembali terus mau login malah kayak daftar ulang lagi udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa mana lagi mau dibutuhkan untuk payroll,"['udah', 'daftar', 'aplikasi', 'error', 'uninstal', 'download', 'login', 'kayak', 'daftar', 'ulang', 'udah', 'verifikasi', 'muka', 'gagal', 'alhasil', 'gak', 'butuh', 'payroll']",1,negative
kamu belum bisa registrasi wondr setelah hp direset ulang atau di instal ulang kendalanya seperti ini padahal sebelumnya saya sudah menggunakannya kini seperti daftar ulang kantor cabang terdekat di tempat saya sejauh lebih km mau isi listrik via bni mobile gak bisa malah disuruh pakai wondr tolong min apk nya di update tidak ada tombol login,"['registrasi', 'wondr', 'hp', 'direset', 'ulang', 'instal', 'ulang', 'kendala', 'guna', 'daftar', 'ulang', 'kantor', 'cabang', 'dekat', 'km', 'isi', 'listrik', 'via', 'bni', 'mobile', 'gak', 'suruh', 'pakai', 'wondr', 'tolong', 'min', 'apk', 'update', 'tombol', 'login']",3,neutral
kenapa selalu perbaikan ya mau transfer uang gak bisa masa nomor rekening saya di dalam perbaikan klau aplikasi nya dalam perbaikan wajar tapi ini keluarga saya mau transfer uang kendala nomor rekening saya dalam perbaikan mohon penjelasannya,"['baik', 'transfer', 'uang', 'gak', 'nomor', 'rekening', 'baik', 'klau', 'aplikasi', 'baik', 'wajar', 'keluarga', 'transfer', 'uang', 'kendala', 'nomor', 'rekening', 'baik', 'mohon', 'jelas']",3,neutral
aplikasi buruk setiap ingin melakukan transaksi selalu mengalami gangguan segera diperbaiki sangat tidak nyaman,"['aplikasi', 'buruk', 'transaksi', 'alami', 'ganggu', 'baik', 'nyaman']",1,negative
saya baru download dn baru tf rb ke rek sy di apk ini tpi sehari kemudian pas sy cek kok ilang uang saya pdhl tidak ada yg tau rek sydan gada riwayat penarikan di transaksinya,"['download', 'tf', 'rb', 'rek', 'apk', 'hari', 'cek', 'ilang', 'uang', 'pdhl', 'tau', 'rek', 'sydan', 'gada', 'riwayat', 'tari', 'transaksi']",1,negative
sering ga bisa dibuka kenapa dah,"['buka', 'dah']",3,neutral
masak iya setara bni apk nya seperti ini tidak bisa dibuka menggunakan paket data susah banget kalau gini mau buka mbanking cari wifi dulu yuk bisa yuk upgrade lagi apknya biar bisa support disemua jaringan,"['masak', 'iya', 'tara', 'bni', 'apk', 'buka', 'paket', 'data', 'susah', 'banget', 'gin', 'buka', 'mbanking', 'cari', 'wifi', 'yuk', 'yuk', 'upgrade', 'apknya', 'biar', 'support', 'semua', 'jaring']",3,neutral
aplikasi yg banyak upgrade nya dari mobile banking sebelumnya lebih cepat lebih komunikatif dan user friendly,"['aplikasi', 'upgrade', 'mobile', 'banking', 'cepat', 'komunikatif', 'user', 'friendly']",5,positive
wonderr error dari jam pagi sampai sekarang jam malamsaya kecewa mau beli makan gak bisa karena error apk nya,"['wonderr', 'error', 'jam', 'pagi', 'jam', 'malamsaya', 'kecewa', 'beli', 'makan', 'gak', 'error', 'apk']",5,positive
ok bangettransaksi sangat mudah dan cepat,"['bangettransaksi', 'mudah', 'cepat']",5,positive
mudah dan cepat,"['mudah', 'cepat']",5,positive
mempermudah transaksi,"['mudah', 'transaksi']",3,neutral
admin selamat mlm sy pengguna aplikasi wonder bni tadi siang lancar dibuka namun barusan saat mencoba transfer ke rek bank lain malah error tdk dpt login tlng dibantu admin terimakasih,"['admin', 'selamat', 'mlm', 'guna', 'aplikasi', 'wonder', 'bni', 'siang', 'lancar', 'buka', 'barusan', 'coba', 'transfer', 'rek', 'bank', 'error', 'dpt', 'login', 'tlng', 'bantu', 'admin', 'terimakasih']",1,negative
aplikasi aneh susah login pakai data ataupun wifi tetap susah login setelah login ada notif terjadi masalah kalau belum siap bikin aplikasi mending jangan dibikin buang paket dan waktu aja ini yang bikin nama besar bni jadi tercemar auto uninstall,"['aplikasi', 'aneh', 'susah', 'login', 'pakai', 'data', 'wifi', 'susah', 'login', 'login', 'notif', 'bikin', 'aplikasi', 'mending', 'bikin', 'buang', 'paket', 'bikin', 'nama', 'bni', 'cemar', 'auto', 'uninstall']",1,negative
baru download dan nyaman menggunakan aplikasinya terasa lebih praktis dan cepat untuk transaksi ada juga fitur yang bisa pantau laporan keuangan kita jadi bisa atur keuangan bulanan lebih mudah daftarnya juga cepet gaperlu ke cs mantap,"['download', 'nyaman', 'aplikasi', 'praktis', 'cepat', 'transaksi', 'fitur', 'pantau', 'lapor', 'uang', 'atur', 'uang', 'bulan', 'mudah', 'daftar', 'cepet', 'gaperlu', 'cs', 'mantap']",5,positive
sayangnya untuk pembayaran pbb belum ada kota kota di jawabaratseperti kota bandung dan kab bandungmohon di tambahkan untuk dua kotakabbandung,"['sayang', 'bayar', 'pbb', 'kota', 'kota', 'jawabaratseperti', 'kota', 'bandung', 'kab', 'bandungmohon', 'tambah', 'kotakabbandung']",3,neutral
wondr by bni belum bisa tarik tunai tanpa kartu tolong perbaiki fasilitas ini segera,"['wondr', 'by', 'bni', 'tarik', 'tunai', 'kartu', 'tolong', 'baik', 'fasilitas']",3,neutral
tolong kenapa setelah di update jadi lemot dan selalu fitur tidak tersedia padahal tadi saya lagi beli pulsa please takut terpotong uangnya padahal sebelum sebelumnya bagus banget dan sangat mempermudah transaksi tapi aku masih kasih bintang semoga segera diperbaiki biar kembali seperti semula,"['tolong', 'update', 'lot', 'fitur', 'sedia', 'beli', 'pulsa', 'please', 'takut', 'potong', 'uang', 'bagus', 'banget', 'mudah', 'transaksi', 'kasih', 'bintang', 'moga', 'baik', 'biar']",5,positive
kenapa ga bisa login ya kak padahal sinyal bagus,"['login', 'kak', 'sinyal', 'bagus']",3,neutral
kenapa punyaku ngga bisa aktifin biometrik yaa padahal sebelumnya bisa tolong tanggapannya,"['punya', 'ngga', 'aktifin', 'biometrik', 'yaa', 'tolong', 'tanggap']",3,neutral
aplikasinya sangat membantu banget buat transaksi fiturnya simpel jadi mudah dipahami,"['aplikasi', 'bantu', 'banget', 'transaksi', 'fiturnya', 'simpel', 'mudah', 'paham']",5,positive
lumayan tapi agak ribet maklum hp jadul,"['lumayan', 'ribet', 'maklum', 'hp', 'jadul']",3,neutral
knp hrs wondr sih jelas dl mbl banking bni udh nyaman pakai login wondr selalu dinyatakan pasw salah dan ujungnya verifikasi dr awal yg ribet kek nasabah baru sgt mgganggu bertransaksi mobile bni pdam by admin rp wondr rp auto cancel bayar nanti sy tambah bintang klw sdh nemu kelebihan wondr,"['knp', 'hrs', 'wondr', 'sih', 'dl', 'mbl', 'banking', 'bni', 'udh', 'nyaman', 'pakai', 'login', 'wondr', 'nyata', 'pasw', 'salah', 'ujung', 'verifikasi', 'ribet', 'kek', 'nasabah', 'sgt', 'mgganggu', 'transaksi', 'mobile', 'bni', 'pdam', 'by', 'admin', 'rp', 'wondr', 'rp', 'auto', 'cancel', 'bayar', 'bintang', 'klw', 'sdh', 'nemu', 'lebih', 'wondr']",2,negative
halah udah enak pakai bni mobile malah ganyi aplikasi bapuk inibentar gangguan malah lebih enak bni mobilebukannya pindah ke yamg lebih bagus malah ke yang lebih bapuk,"['halah', 'udah', 'enak', 'pakai', 'bni', 'mobile', 'ganyi', 'aplikasi', 'bapuk', 'inibentar', 'ganggu', 'enak', 'bni', 'mobilebukannya', 'pindah', 'yamg', 'bagus', 'bapuk']",1,negative
saat buka aplikasinya kok delay banget ya,"['buka', 'aplikasi', 'delay', 'banget']",5,positive
keren lo lebih mudah bertransaksi,"['keren', 'lo', 'mudah', 'transaksi']",5,positive
alhamdulillah jadi lebih mudah untuk transaksi apapun pembayaran dan pengambilan dana,"['alhamdulillah', 'mudah', 'transaksi', 'apa', 'bayar', 'ambil', 'dana']",5,positive
perbaikan kedala lama sampe berjam jammenyebalkan,"['baik', 'kedala', 'sampe', 'jam', 'jammenyebalkan']",1,negative
bagus dan mudah dipakai,"['bagus', 'mudah', 'pakai']",5,positive
transfer sudah berhasil dari wonder tapi saldo belum masuk ke rekening yng di transfer ini gimna min,"['transfer', 'hasil', 'wonder', 'saldo', 'masuk', 'rekening', 'yng', 'transfer', 'gimna', 'min']",3,neutral
kalo fitur sudah okecuma kalo bisa untuk mutasi rekening di perlengkap keterangannya seperti di mbanking yang lama,"['kalo', 'fitur', 'okecuma', 'kalo', 'mutasi', 'rekening', 'lengkap', 'terang', 'mbanking']",4,positive
aplikasinya user friendly pembayaran qris ewallet dan tapcash lebih mudah dan cepat,"['aplikasi', 'user', 'friendly', 'bayar', 'qris', 'ewallet', 'tapcash', 'mudah', 'cepat']",5,positive
buka aplikasinya lama banget gak kaya m bangking lainnya cepat untuk transaksi,"['buka', 'aplikasi', 'banget', 'gak', 'kaya', 'm', 'bangking', 'cepat', 'transaksi']",3,neutral
tolong untuk di upgrade lagi untuk transaksi tanpa kartu kalo di apk ini ngga bisa tapi kalo yg apk bni lama bisa,"['tolong', 'upgrade', 'transaksi', 'kartu', 'kalo', 'apk', 'ngga', 'kalo', 'apk', 'bni']",2,negative
error tidak bisa dipakai sama sekali dikatakan sesi sudah berakhir dan dapat log in untuk melanjutkan tapi ketika mau log in ulang selalu saja diarahkan ke syarat dan ketentuan sebelum mendaftar percuma download,"['error', 'pakai', 'sesi', 'log', 'in', 'lanjut', 'log', 'in', 'ulang', 'arah', 'syarat', 'tentu', 'daftar', 'download']",1,negative
sangat membantu lebih bagus lagi kalau semua menu di aktif,"['bantu', 'bagus', 'menu', 'aktif']",4,positive
mutasi rekening ga ada keterangan jam transfer nya mending aplikasi yg lama lebih detail mutasinya,"['mutasi', 'rekening', 'terang', 'jam', 'transfer', 'mending', 'aplikasi', 'detail', 'mutasi']",3,neutral
gabisa buat beli pulsa selalu keluar tulisan eror padahal semua data udah di isi,"['gabisa', 'beli', 'pulsa', 'tulis', 'eror', 'data', 'udah', 'isi']",1,negative
terkesan modern tapi masih banyak fitur yang kosong belum ada tarik tunai tanpa kartu loading app masih berat belum ada fitur pin untuk login dan seharusnya fitur pin itu untuk login dan fitur password untuk transaksi aneh tapi masih ada ruang untuk berkembang kalau mau dan tolong jangan pake alasan jaringan internet seolaholah menyalahkan pengguna thats a low move,"['kes', 'modern', 'fitur', 'kosong', 'tarik', 'tunai', 'kartu', 'loading', 'app', 'berat', 'fitur', 'pin', 'login', 'fitur', 'pin', 'login', 'fitur', 'password', 'transaksi', 'aneh', 'ruang', 'kembang', 'tolong', 'pake', 'alas', 'jaring', 'internet', 'seolaholah', 'salah', 'guna', 'thats', 'a', 'low', 'move']",3,neutral
