content,score,category
"bukan nya malah bagus, aplikasi baru malah nambah parah... awal download bisa tf , lama-lama gk bisa lgi tf, alesan gagal, gk tau karena apa penyebab nya. tolong BNI perbaikin lagi dong pelayanan nya....",1,negative
"bagus,menambah berbagai fitur akan tetapi menghilangkan banyak fitur yg berguna juga seperti contoh nya Mobile Tunai,yang mana saat urgent dan membutuhkan dana Cash tidak bisa tarik tunai",3,neutral
"ini kenapa gk bisa kebuka dari pagi... yg muncul 'ada sedikit kendali, tim sedang memperbaiki, silahkn coba lagi' kendala dedikit tapi seharian gk bisa.... gimana kalo kendalanya banyak...",2,negative
"Aplikasi wondr, kalau bisa format untuk paswordnya disamakan dengan aplikasi BNI, jadi ga menghafal pasword baru lagi. Udah 2 x seting ulang paswordnya di wondr. Jadi saya balik lagi aja pake aplikasi bni..",3,neutral
"Tahapan testing ada berapa kali? Aplikasi belum matang Uda main rilis aja. Uda main ACC rilis aja. Error kog dr pagi sampai malam jam segini gw komen. Kalo orang bisnis mau transaksi ya Uda rugi, ada pluang g bisa eksekusi gara2 g bisa transaksi. Misal ada orangtua butuh transfer anaknya cepet² g bisa. Misal kalo rilis aplikasi itu Uda Mateng,minimal kalo update ya minor. Kalo Sifatnya major ya bisa di schedule maintenance di jam minim transaksi. Ini seharian!",2,negative
"Keren sih wondr by bni tampilannya warna warni. Ada fitur QRIS yg quick access, ga pake ribet, ga perlu login lagi, tinggal scan. Ga khawatir deh kalo ga bw dompet.. Tq BNI 🔥🔥",5,positive
"Halo Developer Wondr, saya pengguna Wondr by BNI ingin memberitaukan jika terdapat kendala saat tarik tunai di Indomaret. Jadi di Indomaret yang terdaftar masih BNI Mobile, jadi tolong pihak BNI untuk menambahkan aplikasi wondr by BNI ini agar bisa melakukan tarik tunai di Indomaret. Terimakasih",1,negative
"Kenapa tidak ada fitur tarik tunai tanpa kartu Trus tidak bisa beli token listrik karna membutuh kan 12 nomer padahal biasanya nomernya 11, dikira beli pulsa apa yaa. Dan bli pulsa dan paket hanya bisa nomer tertentu saja",1,negative
"Waktu buat pertama kali gampang,tapi waktu mau buka aplikasi muter trs ngk bisa,,aku uninstal lagi,download lg,buat lagi susah sekali ngk sat set,,,",2,negative
Interfacenya mudah dan tidak membingungkan.. Good job buat team pengembang aplikasinya..,5,positive
Kok ga lengkap spt apk bni mobile banking. Untuk pembayaran cashless pertamina gas lpg 3kg belum ada. Tolong dilengkapi jadi tidak perlu menggunakan 2 apk yg akan memberatkan ponsel.,3,neutral
"Setelah 3 hari akhirnya bisa verifikasi email. Coba topup e-wallet transaksi dan notifikasi cepat banget. Kalau dirasa pelayanan bagus, bintang akan bertambah.",3,neutral
"Berkali kali verifikasi wajah ga lolos, ga tau kamera hape yg bermasalah, atau wajah dah berubah. Selama ini verifikasi di apk lain aman2 aja si. Cuma di wondr ini yg susah.",1,negative
"Aplikasi tidak jelas, gangguan 4 jam gak selesai2, tidak ada fitur Mobile Tunai, Aplikasi yang lama sudah bagus malah diganti, seperti nya lebih bagus kalau pindah Bank saja. Btw bisa kasih nilai 0 bintang? 0 bintang lebih pas dari pada bintang 1",1,negative
"NYESEL UDAH INSTAL Aplikasi ini, gaada Mobile tunai masa. Bagusan aplikasi lama, lengkap. Ini apaan, kalo lupa bawa kartu debit jadinya udh deh gabisa ambil uang di ATM. Tau gitu tetep pake aplikasi lama, aplikasi belum mateng kok udh di luncurin gini sih. Bukan mempermudah malah mempersulit.",1,negative
"Aplikasiny keren dan kekinian bgt, suka bgt sma warnanyaaaa... ada fitur dana keluar dan masuk sebagai reminder saya biar ga boros. trus klo pake QRIS satset bgttt,,,,terimakasih BNI",5,positive
Tampilannya sangat menarik dan semua fitur sangat membantu dalam bertransaksi. Sukses dan jaya selalu BNI..,5,positive
"Mohon maaf aplikasinya kurang banget, setelah daftar malah gabisa kebuka lg , terus respon call center saat minta info pendaftaran kelamaan nunggu jd pulsa nya abis duluan. Lumayan saya 3 kali nelpon ga dapet hasil",1,negative
"Aplikasi lebih lancar dari mobile banking sebelumnya, memang ada bbrp menu yg belum muncul di wondr seperti tarik tunai, tapi saya yakin tim BNI terus mengembangkan aplikasi ini dan kedepannya segera melengkapi sehingga bisa selengkap BNI mobile banking👍",5,positive
Tampilan baru lebih menarik dan fresh. Fiturnya oke banget . Dan aplikasinya sangat ringan dan smooth. Keren banget wondr by BNI good job,5,positive
"Aplikasi buang waktu,, ga bisa daftar trus buat apa bikin aplikasi... Disuruh verifikasi email tp ga dikirim di email",1,negative
Selalu ganguan kurang nyaman saat kita mengunakannya. Agak lambat.tolong di tingkatkan sistemnya.,1,negative
"APK burik.., masa iya udah punya hak akses disamakan dengan pengguna baru setiap login, lupa password, lupa pin, databasenya pakai flashdisk atau bagaimana. Jauh jika dibandingkan dengan BUMN yang warna Biru",1,negative
"Ruwet, klo maintenance lama bgt, sedang kan kita butuh utk transaksi keuangan. Tampilan jg kurang menarik,, semoga kedepannya lebih bagus lagi",2,negative
"Saya sudah punya rekening BNI, tapi nomor HP lama dan email sudah tidak aktif.. saya ingin rekening saya itu bisa dijalankan lewat aplikasi wondr, jadi bukan bikin rekening baru. Bisakah di aplikasi ini?",4,positive
"aplikasi seperti ini sebenarnya sangat membantu,.hanya saja pihak pengembang harus lebih memperhatikan lagi,terutama pada sistemnya,sering sekali mengalami gangguan,.tolong di tambahkan fitur penarikan tunai dan setor tunai biar lebih memudahkan lagi transaksi kami..terima kasih..semoga lebih berkembang lagi.",2,negative
"Ini aplikasi internet banking terburuk yang pernah saya gunakan, dikit2 harus verifikasi data mulai dari KTP sampe wajah dah harus dilakukan berulang2 karena aplikasi nya bermasalah, kembalikan aja ke aplikasi mobile BNI yang lama lebih user friendly dan tidak ribet kayak sekarang.",1,negative
"Loading setelah verifikasi kode nya lama bet, jaringan paket data udah full stak tapi pas diminta vidio call sama admin buat verifikasi masih di bilang putus2, klo bikin aplikasi yg bener aja woi, rugi daftar di BNI ngapain coba bikin aplikasi klo gk guna kek gini",1,negative
"Ini aplikasi ngebantu banget , buat aku yg sering transaksi dr aplikasi, mau sesama bank atau beda bank , tinggal di cari namanya aja langsung satset.",5,positive
Semua jdi mudah dg aplikasi ini. Smg semakin banyak fitur yg bisa digunakan. Cepat juga transaksinya sat set sat set,5,positive
"Tolong kembalikan aplikasi bni yg lama. App baru jelek bgt tampilannya, gabisa buat liat cashflow bulanan lagi, tampilan terlalu rame tp intinya ga dpt",1,negative
"Aneh, bikin rekening baru tapi tiba2 nomor rekening tidak muncul di menu, hilang dari tampilan aplikasi. Jadi ngeri mau setoran awal.",1,negative
"Transfer ke semua metode gak bisa cuman bisa nya,Nerima transfer an aja,padahal uang masih ada,balikin duit nya,jangan download apk ini gak beres yesel yang download apk ni,anjink emang,ngetot ,babi,moyet,apk haram,apk paling buruk dalam sejarah",1,negative
Apa apaan ini. Paripikasi wajah sulit benar Udah lurus pas dpan layar masih gagal All hasil tunggu besok tunggu besok Ya kapan mau di gunakan apk nya.. Huuuu delete Apk lama aj jnji aman,2,negative
Keren banget aplikasi nya lebih simpel cerah ceria berwarna .. mantaabh lah..karena lebih simpel dan cepat untuk bertransaksinya,5,positive
"Aplikasi nya jelek, masih lengkap menunya bni mobile banking. Lebih baik ndak usah pakai aja. Percuma menunya terbatas.",2,negative
"Menarik bgt apps WONDR ini, terutama fitur ""Growth"" nya yang mempermudah dalam memantau aset yang dimiliki dan perkembangannya. Jadi lebih semangat ngumpulin asetnya.",5,positive
"Sangat bermanfaat bagi nasabah, lebih lengkap fiturnya, keren tampilannya dan mudah penggunaannya, serta cepat aksesnya.",5,positive
"Aplikasinya lebih menarik,lebih simpel, dan buka blokir kartu ATM ato ganti pin kartu ATM lebih mudah karena cukup dari menu di Wondr by BNI. Best lah..",5,positive
"Aplikasinya tidak sehebat aplikasi bni mobile, dimana di bni mobil ada menu untuk pengambilan uang tanpa atm, next nya untuk pihak pengembnag mohon untuk bisa di update sesuai dengan menu yang ada di bni mobile yang sangat lengkap..",1,negative
Wondr By BNI membuat kita lebih mudah bertransaksi utamanya pembayaran Krn tidak perlu login dulu namun bisa langsung transaksi. Bravo Wondr by BNI,5,positive
"Mobile tunai tidak bisa dipakai., kenapa harus dipecah sih aplikasinya? Udah bagus padahal m-banking nya, lancar jaya jarang ada gangguan. Segala kayak BCA harus segala ada dua aplikasi",1,negative
"Bagusan e banking BNI Lama. Transaksi lebih cepat , Batas kirim ewalet lebih besar, Gangguan cepat di atasi. Kalau yg baru kebalikan semua.",1,negative
"Ribet, BNI kebanyakan aplikasi, bikin repot nasabah, mau beli token via M Banking, yg jelas2 biasanya lancar, malah dipaksa diarahin ke aplikasi ini. Aplikasi yg mekso",1,negative
"Lebih simpel dan mudah, informatif semakin keren tampilannya, akses cepat. Soo jadiin mau mu dengan wondr by bni",5,positive
"kenapa gak niru BCA sih, jika ada aplikasi baru terkait tidak menghilangkan fitur di aplikasi lama. mau beli token listrik pakai BNI mobile malah gak bisa. jadi tambah malas transaksi lewat BNI.",1,negative
"Tolong diperbaiki seperti ada bug nya,aplikasi kadang log out,terus suruh masuk ulang pakai regitrasi dan buat pasword baru.",2,negative
"Disuruh perbaiki data di cabang, padahal nomor telpon benar wajah sukses, semua benar, ujungya disuruh kecabang. Yang harus perbaiki itu kamu, aplikasi kamu itu.",1,negative
"Belum seminggu menggunakan apk Wondr by BNI karna tidak bisa transaksi PLN Via Mbangking BNI, instal apk. Wondr By BNI, Transaksi PLN melalui BNI Wondr awalnya berhasil, berikutnya gagal tapi saldo tetap kepotong tidak seperti apk Mbanking BNI, langsung hapus akun.",1,negative
Menyusahkan nasabah!!! idenya bagus tapi kalau fitur belum sepenuhnya fungsi kenapa alih ke WONDR semua fitur BNI MBanking.. Sebelumnya saya pakai BNI Mbanking fitur mobile tunai untuk setoran tunai atm..baru² ini dialihkan WONDR begitu di WONDR gaada menu mobile tunai setoran via atm.. Tolong segera tindak lanjut.. Tidak gembar gembor promo WONDR tapi kesiapan fitur NOLL,1,negative
"Enak aplikasinya fresh smooth, cuma belum ada fitur tarik tunai tanpa kartu, mungkin bisa di tambahkan untuk kedepannya",4,positive
"Wah kacau, mau verifikasi email gak bisa"", katanya nunggu besok, ini udah keesokan harinya tetap gak bisa. Kalau gak verifikasi email, gak bisa buka aplikasi, kacau nih aplikasi. Mana Uda verifikasi KTP lagi. Ngeri juga jadinya.",1,negative
"Wondr by BNI keren banget, qris nya super fast, tampilannya fun, ada menu buat pengaturan keuangan yg sangat membantu",5,positive
"Gimana aplikasi ini mau login trs transaksi di blg pin salah di suruh verifikasi okelah di turuti. Pas mau login Lg malah pasword salah di pinta Lg verifikasi . Sdh 2 hari bgini trs,pdhl kita hfl diluar kepala pasword & pin tp tetep salah. Mau ny apa sih?",1,negative
"Sudah dua kaLi saya melakukan transaksi tapi si penerima tidak menerima, padahal status sudah berhasiL ,dan saldo saya sudah terpotong, apk rusak",1,negative
Belum bisa masuk... Karena identifikasi wajah susah. Dah hampir 2 minggu dicoba belum bisa juga... Jadi kayak senam leher tengok kanan tengok kiri😅😆,5,positive
Aplikasi banyak masalah.. Belum siap untuk digunakan. Transfer selalu error mulu. Untuk UI padahal sudah lumayan bagus.,1,negative
"aplikasi gakjelas,saya mau transfer gagal dan di email sudah tertulis dana dikembalikan namun saya cek di aplikasi dana saya tetap berkurang.Mohon pencerahannya 🙏saya sebagai nasabah baru cukup kecewa dengan kendala yang sangat tidak jelas ini.Padahal kebutuhan sedang mendesak sekali dan aplikasi malah error tidak jelas.Sungguh mengecewakan .SAYA SUDAH CHAT CS NAMUN TIDAK DI BALAS SAMPAI SKRG!",1,negative
"Kurang bagus, masa kita isi token listrik dan keterangannya gagal tapi saldo kepotong. Masih bagus BNI MOBILE BANGKING. Kita mau ngajukan lewat wonder by bni gk bisa jdi harus tlfn itu pun harus pake pulsa.",1,negative
"Masih bagusan dulu waktu masih bni mobile Banking,aplikasi wondr by bni sangat susah untuk verifikasi wajah,padahal sudah mengikuti arahan .waktu terbuang sia sia hanya buat verifikasi wajah.",1,negative
"BNI nomor 1 pengajuan kartu kredit pun sangat mudah terimakasih BNI sudah memberikan kepercayaan kepada saya pemegang kartu kredit, akan selalu saya jaga kepercayaan itu, saya sudah mengajukan kartu kredit ke bank mana pun tapi slalu di tolak, tapi di BNI sekali pengajuan langsung di proses dan kartu kredit nya pun di kirim ke alamat rumah Terimakasih BNI adalah nomor 1 Cs nya pun sangat santun Dan saya segera pindah dari bank tetangga semua tabungan rekening dari tetangga akan segera saya tutup",5,positive
"Kenapa saya tidak bisa melakukan TopUp saldo Link aja, keterangan ada ""kendala di sistem kami"" kendala kok terus2an.. Akhirnya pindah pake BRI lancar.",1,negative
Harus sampai kapan seperti ini.... Ketika di butuhkan gak bisa tampil.... Transfer/transaksi kebanyakan gak bisa di tunda ketika di butuhkan.... Telanjur uang d rekening ini pulak... Buka aplikasi cuma bisa cek saldo aja🤦,1,negative
"UI bagus, colorfull. respon aplikasi cepat, namun masih banyak fiture yang harus ditingkatkan.",5,positive
"Kenapa ya setiap saya mau mendaftar malah ga ada verifikasi wajah dan email tapi langsung ke verifikasi kartu debit. Tolong dijawab yaa penyebabnya apa, karna saya blm pernah daftar dan ini pertama kali",2,negative
"Wondr by BNI ini semakin kesini semakin simple cara penggunaannya, meskipun belum secara keseluruhan menu disematkan seperti BNI Mbanking. Tapi so far, udah manteb dan keren wondr by BNI",5,positive
"Di BNI Mobile terdapat menu inquiry rekenning pinjaman, sehingga kita bisa memgetahui berapa banyak lagi pinjaman kita. Sementara di WONDR malah menu itu tidak ada.",4,positive
"Mantap betul pakai wondr, bayar QRIS di wondr cepet banget cuma 3 step selesai, tampilan aplikasi lucu banget, dan colorful.",5,positive
"Warna Dashboardnya Colourfull..... sangat menarik, transaksinya lebih simple. Cocok untuk penggunaan sehari-hari.",5,positive
"Benar2 produk gagal! Kembalikan ke BNI Mobile saja! Masak pembayaran CC BNI aja harus input nomor dulu? Udah gitu ga bisa disimpan lg nomornya. Sama jg utk pmbayaran token prabayar PLN yg ga bisa simpan nomor, jd hrus input nomor setiap mau isi. Aplikasi yg sangat menyusahkan dan buang2 energi! PRODUK GAGAL!!!",1,negative
"Saya sudah pakai wonder by BNI,tp tiba2 aplikasinya tidak bisa dibuka,sudah saya coba untuk perbarui jga tetap engga bisa,coba download lgi aplikasi ya tp ttp jga engga bisa dibuka,mohon bantuannya 🙏🙏🙏",1,negative
"saya kasih bintang tiga dlu dah, baru mau pake qris gbisa, udh 4 jam nungguin, untung bawa uang cash, benerin lagi deh aplikasi nya, ngeselin tau gak mau bayar aplikasi nya error, males bgt bikin bete aje",3,neutral
"Seharian ga bisa dibuka! Fitur lagi tidak bisa dibuka. Tim kami sedang perbaiki.. Dari pagi smpai jam 9 malem ga ada perubahan.. Gw yg mau transaksi ga bisa!!! Kalo emang aplikasinya belum siap, gausah pake uji coba segala!!! Kerjaan jadi ribet!!!",1,negative
"Sudah bagus, simple. Cuma untuk menu kurang lengkap tidak seperti mbanking sebelumnya. Mks...",5,positive
"Akses cepat nyaman tamoilan fresh..selama ini trx yg sering digunakan belanja menggunakan qris, beli pulsa isi tapcash , transfer mantaff sem9ga cepat dilengkapi fiturnya seperti BNI M Banking semourna deh",5,positive
"aplikasi ini memiliki banyak fitur yg sangat berguna bagi nasabah BNI yang ingin untuk digunakan dalam aktivitas perbankan sehari-hari, selain itu memiliki tampilan yg menarik dan berwarna yg memberikan kesan powerfull.",5,positive
Pembayaran scan qris bak kilat mendeteksi kode barcode jauh lebih cepatttt dr aplikasi apapun yg masih butuh beberapa detik camera/ pencahayaan mendeteksi kode barcode 👍👏🏻 tak terdugaaaa dahhh,5,positive
"Sungguh kecewa, ada fitur sangat penting di BNI mobile yg dihilangkan di Wondr, yakni informasi saldo akhir pada setiap transaksi. Ini membuat BNI menjadi kurang transparan pada nasabahnya. Dan membuat saya berfikir bahwa BNI bukanlah Bank yg tepat untuk menabung/menyimpan uang.",1,negative
"Aplikasinya lumayanlah,tapi lebih keren yg lama .langsung tau itu appikasi bank BNI.kalau apk ini kirain bukan apk BNI. Apaaan itu wondr,emang udah jadi bank wondr🤣🤣🤣🤣 Aku kasi bintang 5 tunggu ada perubahan yg lebih baik lagi",3,neutral
"Lebih simpel sich , cuma engga bisa move on dr app bni yg lama , terkadang app nya gampang ngambek, sinya l lancar paket data aman tapi kaga bisa ke buka app nya",3,neutral
"Aplikasi wondr by bni sangat bagus, mudah penggunaanya, sangat cepat transaksi. Apalagi promo wndr bnyak bgt.. the best wondr by bni",5,positive
"Aplikasi buat susah.verifikasi rumit bikin muak.mau poto muka susah,,ssh selesai poto muka pake video call lg sama admin.pertanyaannyapun tak masuk akal.macet dikit suruh video call ulang lg Begitu terus sampai kita muak.menururku ini aplikasi paling buruk",1,negative
"Menyusahkan tidak bisa transaksi mending aplikasi yg lama, gangguan trs, klo blm layak gak usah di launching dulu",1,negative
Tampilan aplikasi nya wonderful banget dan cara bertransaksi nya mudah banget banget. Pokoknya keren abissss 🫶🏻,5,positive
"Menggunakan wondr terasa lebih simple, bayar menggunakan qris sangat cepat, sejauh ini mobile banking yang paling cepat dan aplikasi terasa lebih ringan",5,positive
"dear WONDER dari pagi aplikasi terus di perbaiki, kalian tau gak susahNya ga bsa transfer via mbaking ? semua eror kami butuh untuk transfer, mending kembaliin aja aplikasi lama, upgrade bukan makin bagus malah buruk.",1,negative
"Sangat diperlukan untuk transfer cepat,tapi 1-2 hari pas mau dikirim ke Bank penerima Luar Negeri malah maksimal 7 hari. Harus bisa jadi alternatif cepat guna dan dapat menyelesaikan masalah,bukan malah nambah Masalah. Harusnya lebih keren tampilannya tambah keren cara kerjanya . Tolonglah please Wondr udah dua hari ni..",2,negative
"Aplikasinya cepat banget dengan display dan menu sangat atraktif, sehingga transaksi lebih mudah..",5,positive
"Tidak bisa cek transaksi antar Bulan, tidak bisa cek mutasi rekening. Tidak keliatan saldo kepakai berapa lalu tinggal berapa",3,neutral
"Jelek banget yg sekarang,bagus yang lama, masa mau buka aja ga bisa terus dari tadi.pemulihan app terus, gmn bs d gunakan kalau seprti ini, mau transaksi pun ga bisa di gunakan. G berfungsi la jadi nya",1,negative
"Masak kode QR Kamu bisa kadaluarsa aneh banget, gimana nantinya mau bayar pake QR kamu BARCODE nya aja gak muncul. Udah di perbarui masih tetap sama aja.",2,negative
"Udah 2x unduh aplikasi wondr, tiap diminta buat verifikasi email pasti selalu gagal atau di tolak jadi bingung q. Pernah pas pertama unduh malah di suruh dateng ke cabang bank terdekat",3,neutral
"Ribet bener make apk nya, launching apk baru bukan nya makin praktis malah makin ribet. Mau yg mobile mau yg offline di kantor sama aja. Sama-sama ribet",1,negative
"Wondr punya tampilan aplikasi yang super fun dan penuh warna, bikin betah pakai. Kemarin beli makan di foodcourt pakai Wondr, bayarnya cepet banget dan bener-bener easy to use. Nggak ribet sama sekali, langsung jatuh cinta sama aplikasi ini!",5,positive
"Bagus tapi agak kurang nyaman di bagian top up, tidak seperti aplikasi BNI yang dulu, di wondr ada limit untuk top up shopeepay 1jt/hari, jadi tidak efisien jika mau top up lebih dari 1jt (jika dibutuhkan segera)",2,negative
"Tidak lengkap fiturnya.. tidak ada opsi mutasi rekening, jd gak bs lihat brapa saldo terakhir seperti d bni mobile banking yg lama.. tolong ditambah fiturnya",4,positive
"Mohon izin saya merasa lebih nyaman dalam penggunaan di aplikasi yg lama, izin untuk pindah ke aplikasi ini jujur terpaksa karena yg lama sudah tidak bisa digunakan untuk transakasi, wondr ini sangat ribet dan sering kembali sendiri saat login diminta mengisi ulang saat seperti pertama mendaftar, mohon segera diperbaiki karena sangat menyulitka pengguna yg sudah terbiasa dengan app yg lama yg cukup mudah, kalau tidak segera di feedback kemungkinan akan muncul terus komplen dari masyarakat.",1,negative
"Aplikasinya bagus dan simple, selain itu wondr juga menawarkan promo menarik bagi pengguna, banyak fitur-fitur yang sudah tersedia dan pastinya sangat bermanfaat bagi pengguna",5,positive
Aplikasi nya bagus keren full colour dan lengkap.. 👍 Bayar di Qris lebih cepat. Rekap keuangan juga top,5,positive
"Mau login wondr gak bisaaaa, udah dteng ke kantor cabang juga ttep gabisaa. Smpe udh apus aplikasinya karna disuruh CS nya, dan sekarang malah gak bisa di download udh 1 jam nungguin. Haduhhhh",2,negative
"Aplikasih ini mantap ,simpel sangat mudah digunakan . Bisa buka blokir ATM ,bisa juga lihat mutasi rekening selama 6 bulan terakhir . Pokokx jos lah 👍👍👍👍 Jaya selalu BNI",5,positive
"Wondr by BNI? Lebih seperti WONDERFUL! Dengan aplikasi ini, saya merasa seperti punya kantong ajaib yang bisa mengatur semua transaksi saya tanpa harus terjebak antrian dunia ini. 🚀",5,positive
Selama hampir 1 minggu pemakaian aplikasi ini Menurut aku lebih mudah pakek bni mobile drpd wondr riwayat transaksi bni mobile tercantum detail dan ada arus pengeluaran serta pemasukan dana sdngkan di wondr ada transaksi uang masuk malah tidak tercantum di riwayat transaksi Dan aku pribadi kurang suka sama tampilan bukti transaksi nya yg di wondr Kalau mau transisi pastiin aplikasi udah bener2 ready biar user nya ttp nyaman pakek bni Semoga segera diperbaiki,3,neutral
"Aplikasinya belum selengkap mobile banking ya, buka tapenas belum bisa, bayar UKT jg blm bisa. Jadi repot, masih mending versi mobile banking.",3,neutral
"Apk nya sangat membantu, tampilan keren, menu nya ringkas, efisien dan ga ribet dipake semua kalangan",5,positive
Susah sekali pas mau masukin pin debet selalu tulisannya sistem sedang gangguan. Ditunggu hampir 1 jam masih begitu terus,1,negative
Hari pertama pakai apk berhasil. Hari kedua sampai saat ini apk tidak bisa dibuka di halaman pertama. Kayak hang gitu.. masuk dan keluar gak dapat. Belum sempat ke CS. Sangat mengganggu..,5,positive
"Aplikasi ajaib aneh bin oneng, OTP udah dikirim ke wa di registrasi awal minta lagi verifikasi email yg otpnya gabisa dipakai sama sekali. Nanti mau tf suruh kasih masuk lagi aja otp biar makin stress orang yg mau pakai.",1,negative
Aplikasi burik . Dah Mbanking ngak bisa d pakai ..suruh ganti sama pihak bank aplikasi yg baru . Sekali d ganti verifikasi nomor hp nya selalu gagal ..no tidak terdaftar lah ..aneh . Yg jelas lah,1,negative
"Mudah dan bagus walau sepenuhnya belum lengkap seperti aplikasi mbanking yang lama,, Tapi aplikasi ini bener mantap walau ganti hp tapi ngak usah lagi ke CS untuk verifikasi,, Nice pokoknya",5,positive
"Aplikasi rawan,,,sudah brp x transaksi gagal,terakhir semalam transaksi gagal saldo berkurang notifikasi gagal tapi sampe saat ini saldo tg terpotong belum juga di kembalikan😤😤😤",1,negative
"list transaksi tidak selengkap aplikasi lama, malah ada transaksi yg tidak di munculkan di aplikasi ini, untungnya mobile banking BNI masih bisa digunakan, klo Mbanking BNI sdh tidak bisa digunakan otw pindah bank",1,negative
Riwayat transaksi tidak selengkap Aplikasi BNI. Di BNI bisa di download pdf di wonder tidak bisa dan tidak lengkap. Bintang 3 dlu karna masih tahap pengembangan.,3,neutral
kok BNI mau pakai aplikasi yg tidak lebih baik dan lengkap dari app sebelum nya... diharap lebih baik malah mundurr kecewa !!! balikin pakai app sbelum nya saja kalau tidak bisa lebih baik,3,neutral
"Transaksi di BNI mobile banking dibatasi contoh beli token listrik sdh ga bisa diarahkan menggunakan wondr, giliran registrasi malah ket. sistem sedang kendala, disuruh coba lagi coba lagi pun tetap sama gagal. Sistem blm siap knp nasabah tetap dipaksa migrasi",1,negative
"Gak ada fungsinya sama aja kayak mbangking,,,gak ada promo promonya malah lebih ribet verifikasi wajahlah fhoto ktp,,buat apa beginian kalau fiturnya sama ngabisin memory kurang kerjaan,gak jelas!",1,negative
"Mengapa ada dua aplikasi kalo mirip,menurut saya cukup bni mobile sj,saya download ini krn di bni mobile sdh ga bisa mobile tunai setor/ tarik,dan di alihkan ke wonder,tp di wonder belum bisa. Gila ga",3,neutral
"tadinya mau buka blokir atm manual, tp d saranin donlot wondr, eh trnyata masih banyak kendala saat mau daftar, terutama saat foto wajah. mohon diperbaiki, agar semakin banyak pengguna nih apk.",1,negative
"Aplikasi apaan ni, verifikasi email gak muncul muncul kodenya berjam jam nunggu gada masuk, kalo kek gini mending gausah nyuruh pindah dulu, aplikasi masih cacat",1,negative
"Lebih suka bni mobile banking, kenapa harus ganti seharusnya aplikasi yang lama diperbaiki, wondr masih belum selengkap bni mobile banking, untuk user friendly masih lebih baik bni mobile banking",1,negative
"Sangat bagus, dengan tampilan yg fresh, dan menu yang mudah di pahami. Menu transaksi agar diperbanyak",5,positive
"harusnya kalau sudah mau di alihkan ke wonder Aplkasi sudah siap... ini masih banyak kesulitan, yang biasanya lancar BNI lama. disini masih banyak gangguan jadi sulit buat transaksi.",1,negative
"Knapa aplikasi ini tidak mengirim kode otp kw email saya yah, padahal saya sudah update semua, sampe sekarang saya blom bisa buka apk ini gara gara kode otp tidak di kirim ke email saya",2,negative
"Gak bisa digunakan, percuma dikasih saldo, tapi di pindah dana gak bisa. Alesanya sado di aplikasi kurang, masalah akun shopeepay, lagi di perbaiki... Saran jangan di pakek",1,negative
"Sangat Eye Catching, Warna Menarik. Sangat Gampang Untuk Top Up E Wallet. Keren lah pokoknya. Jangan lupa tambahin fitur tarik tunai yah Bossku. Tetap Manyala BNI 46 ...",5,positive
Aplikasinya sudah bagus pendaftaran juga gak ribet cuma Daftar menu masih kurang contoh seperti pembayaran biaya pendidikan belum ada,3,neutral
Kalo masih tahap pengembangan jangan sok untuk di launching ! Norak Tidak bisa Tarik Tunai Cardless seperti aplikasi BNI Mobile yang sebelumnya,1,negative
utk transaksi Qris lbh cepat dan lebih mudah.agar dilengkapi menu lain nya agar lbh sempurna dr BNI mobile banking.,5,positive
"Aplikasi apalagi sih? Masa mau beli token listrik lewat MBanking aja diarahkan ke aplikasi lain? Sudah gitu pas daftar malah gagal, bilangnya data yang saya isi tidak update. Kalo ribet gini saya kasih bintang 1. BNI juga saya kasih bintang 1!!!!",1,negative
"Verifikasi wajah terlalu cepat intruksinya jadi selalu gagal,tolong program AI untuk verifikasi wajah lebih ditingkatkan agar lebih mudah melalukan verifikasi",3,neutral
"aplikasi nice, mudah, dan lebih friendly, smart wonderfull, ada ulasan grafik penerimaan and pengeluaran utk lebih aware terkait finansial yang ada di kantong, thanks wondr BNI",5,positive
"Ini kamera hp saya rusak ngeblur, jadi gagal terus upload E KTP nya, tolong lah di tambahin fitur upload KTP dari Galeri, biar fleksibel, saya jadi gabisa lanjut login nih!",2,negative
"Penampilan bagus, untuk transaksi juga cepat, ada notifikasi di setiap transaksinya, aplikasi yang sangat bagus",5,positive
"Bintang 3 dulu aja ya, soalnya mutasi transaksi ga ada kolom saldo, keterangan transaksi juga ga ada, padahal itu penting banget buat saya, akhirnya ya kembali lagi deh ke mobile banking",3,neutral
"lebih keren, cepet, menarik, simpel, enak bgt buat ganti pin kartu atm, blokir dan buka blokir atm nya juga ada..jd bs ketauan boros kl pake wondr... so bs pinter nabung nich...",5,positive
Aplikasi butut makin di perbarui makin ga jelas TF saldo terpotong tapi tidak sampai ke rek tujuan dan aplikasi sering gangguan tarik tunai pun uang sering tidak keluar dan untuk mengembalikan harus tunggu 3x24,1,negative
"Gak bisa verifikasi email saya, gimana cara saya makai aplikasinya min? Udah 1 jam saya nyobain verifikasi email, katanya bisa di pakai sampai 18.14, saya confirm code 18.06 di bilang salah, di suruh login email dan minta kode lagi, sampai kapan mutar gini terus?",2,negative
"Tampilan aplikasinya lucu, trus kmaren aq beli prmo womdr banyak bgt, mulai dari fore, xxi, richeese banyak banget woiii, bni gak kira2... aplikasinya juga lbh mudah dri sebelumnya, masuk pke password hrf angka transaksi pke password angka jd lbh gercep trxnya, trus klo pke qris juga enak beud...",5,positive
